Test,Executor,Timing (s)
gesummv,wavm-precompiled,0.041329
gesummv,wavm-precompiled,0.041351
gesummv,wavm-precompiled,0.041443
gesummv,wavm-precompiled,0.041318
gesummv,wavm-precompiled,0.041309
gesummv,wavm-precompiled,0.041306
gesummv,wavm-precompiled,0.041396
gesummv,wavm-precompiled,0.041992
gesummv,wavm-precompiled,0.041253
gesummv,wavm-precompiled,0.041481
gesummv,wavm-precompiled,0.041761
gesummv,wavm-precompiled,0.041732
gesummv,wavm-precompiled,0.041496
gesummv,wavm-precompiled,0.041621
gesummv,wavm-precompiled,0.041273
gesummv,wavm-precompiled,0.041343
gesummv,wavm-precompiled,0.041606
gesummv,wavm-precompiled,0.042146
gesummv,wavm-precompiled,0.04121
gesummv,wavm-precompiled,0.041442
gesummv,wavm-precompiled,0.041417
gesummv,wavm-precompiled,0.041421
gesummv,wavm-precompiled,0.041348
gesummv,wavm-precompiled,0.041392
gesummv,wavm-precompiled,0.041314
gesummv,wavm-precompiled,0.041266
gesummv,wavm-precompiled,0.042014
gesummv,wavm-precompiled,0.04331
gesummv,wavm-precompiled,0.041262
gesummv,wavm-precompiled,0.041351
gesummv,wavm-precompiled,0.04136
gesummv,wasm3,0.556
gesummv,wasm3,0.542999
gesummv,wasm3,0.554
gesummv,wasm3,0.543999
gesummv,wasm3,0.556
gesummv,wasm3,0.543
gesummv,wasm3,0.555
gesummv,wasm3,0.543002
gesummv,wasm3,0.555
gesummv,wasm3,0.542
gesummv,WAMR-interpreter,0.330079
gesummv,WAMR-interpreter,0.331438
gesummv,WAMR-interpreter,0.330977
gesummv,WAMR-interpreter,0.334147
gesummv,WAMR-interpreter,0.330523
gesummv,WAMR-interpreter,0.330511
gesummv,WAMR-interpreter,0.328485
gesummv,WAMR-interpreter,0.331209
gesummv,WAMR-interpreter,0.328447
gesummv,WAMR-interpreter,0.330657
gesummv,WAMR-compiled-nobounds,0.04738
gesummv,WAMR-compiled-nobounds,0.047207
gesummv,WAMR-compiled-nobounds,0.047318
gesummv,WAMR-compiled-nobounds,0.047771
gesummv,WAMR-compiled-nobounds,0.047918
gesummv,WAMR-compiled-nobounds,0.047253
gesummv,WAMR-compiled-nobounds,0.048191
gesummv,WAMR-compiled-nobounds,0.048146
gesummv,WAMR-compiled-nobounds,0.048333
gesummv,WAMR-compiled-nobounds,0.047159
gesummv,WAMR-compiled-nobounds,0.047452
gesummv,WAMR-compiled-nobounds,0.047492
gesummv,WAMR-compiled-nobounds,0.047538
gesummv,WAMR-compiled-nobounds,0.047304
gesummv,WAMR-compiled-nobounds,0.047649
gesummv,WAMR-compiled-nobounds,0.047783
gesummv,WAMR-compiled-nobounds,0.048025
gesummv,WAMR-compiled-nobounds,0.047702
gesummv,WAMR-compiled-nobounds,0.047533
gesummv,WAMR-compiled-nobounds,0.047254
gesummv,WAMR-compiled-nobounds,0.048605
gesummv,WAMR-compiled-nobounds,0.047729
gesummv,WAMR-compiled-nobounds,0.047625
gesummv,WAMR-compiled-nobounds,0.047057
gesummv,WAMR-compiled-nobounds,0.04694
gesummv,WAMR-compiled-nobounds,0.048244
gesummv,WAMR-compiled-nobounds,0.048572
gesummv,WAMR-compiled-nobounds,0.047784
gesummv,WAMR-compiled-nobounds,0.047728
gesummv,WAMR-compiled-nobounds,0.047612
gesummv,WAMR-compiled-nobounds,0.047528
gesummv,WAMR-compiled-nobounds,0.04763
gesummv,WAMR-compiled-nobounds,0.047209
gesummv,WAMR-compiled-nobounds,0.047682
gesummv,WAMR-compiled-nobounds,0.047953
gesummv,WAMR-compiled-nobounds,0.048365
gesummv,WAMR-compiled-nobounds,0.048232
gesummv,WAMR-compiled-nobounds,0.047557
gesummv,WAMR-compiled-nobounds,0.047345
gesummv,WAMR-compiled-nobounds,0.047463
gesummv,WAMR-compiled-nobounds,0.047702
gesummv,WAMR-compiled-nobounds,0.0474
gesummv,WAMR-compiled-nobounds,0.048492
gesummv,WAMR-compiled-nobounds,0.047843
gesummv,WAMR-compiled-nobounds,0.04867
gesummv,WAMR-compiled-nobounds,0.048619
gesummv,WAMR-compiled-nobounds,0.04794
gesummv,WAMR-compiled-nobounds,0.047372
gesummv,WAMR-compiled-nobounds,0.04777
gesummv,WAMR-compiled-nobounds,0.047623
gesummv,WAMR-compiled-nobounds,0.047889
gesummv,WAMR-compiled-nobounds,0.047545
gesummv,WAMR-compiled-chkbounds,0.041639
gesummv,WAMR-compiled-chkbounds,0.041671
gesummv,WAMR-compiled-chkbounds,0.042927
gesummv,WAMR-compiled-chkbounds,0.042076
gesummv,WAMR-compiled-chkbounds,0.041795
gesummv,WAMR-compiled-chkbounds,0.041963
gesummv,WAMR-compiled-chkbounds,0.041953
gesummv,WAMR-compiled-chkbounds,0.041489
gesummv,WAMR-compiled-chkbounds,0.041537
gesummv,WAMR-compiled-chkbounds,0.041448
gesummv,WAMR-compiled-chkbounds,0.041637
gesummv,WAMR-compiled-chkbounds,0.041575
gesummv,WAMR-compiled-chkbounds,0.041954
gesummv,WAMR-compiled-chkbounds,0.043025
gesummv,WAMR-compiled-chkbounds,0.041498
gesummv,WAMR-compiled-chkbounds,0.042375
gesummv,WAMR-compiled-chkbounds,0.04159
gesummv,WAMR-compiled-chkbounds,0.041536
gesummv,WAMR-compiled-chkbounds,0.0421
gesummv,WAMR-compiled-chkbounds,0.041555
gesummv,WAMR-compiled-chkbounds,0.057408
gesummv,WAMR-compiled-chkbounds,0.041467
gesummv,WAMR-compiled-chkbounds,0.042823
gesummv,WAMR-compiled-chkbounds,0.042016
gesummv,WAMR-compiled-chkbounds,0.041435
gesummv,WAMR-compiled-chkbounds,0.041575
gesummv,WAMR-compiled-chkbounds,0.04187
gesummv,WAMR-compiled-chkbounds,0.041609
gesummv,WAMR-compiled-chkbounds,0.041612
gesummv,WAMR-compiled-chkbounds,0.041607
gesummv,WAMR-compiled-chkbounds,0.041506
gesummv,WAMR-compiled-chkbounds,0.041648
gesummv,WAMR-compiled-chkbounds,0.041529
gesummv,WAMR-compiled-chkbounds,0.042197
gesummv,WAMR-compiled-chkbounds,0.041441
gesummv,WAMR-compiled-chkbounds,0.059956
gesummv,WAMR-compiled-chkbounds,0.042375
gesummv,WAMR-compiled-chkbounds,0.041507
gesummv,WAMR-compiled-chkbounds,0.041551
gesummv,WAMR-compiled-chkbounds,0.041619
gesummv,WAMR-compiled-chkbounds,0.041562
gesummv,WAMR-compiled-chkbounds,0.041562
gesummv,WAMR-compiled-chkbounds,0.041641
gesummv,WAMR-compiled-chkbounds,0.042062
gesummv,WAMR-compiled-chkbounds,0.041444
gesummv,WAMR-compiled-chkbounds,0.04152
gesummv,WAMR-compiled-chkbounds,0.041522
gesummv,WAMR-compiled-chkbounds,0.041542
gesummv,WAMR-compiled-chkbounds,0.041521
gesummv,WAMR-compiled-chkbounds,0.042231
gesummv,WAMR-compiled-chkbounds,0.041421
gesummv,WAMR-compiled-chkbounds,0.041594
gesummv,WAMR-compiled-chkbounds,0.041679
gesummv,WAMR-compiled-chkbounds,0.042144
gesummv,WAMR-compiled-chkbounds,0.041445
gesummv,WAMR-compiled-chkbounds,0.041608
gesummv,WAMR-compiled-chkbounds,0.041653
gesummv,WAMR-compiled-chkbounds,0.041655
gesummv,WAMR-compiled-chkbounds,0.041569
gesummv,WAMR-compiled-chkbounds,0.041524
gesummv,wasm2c,0.041695
gesummv,wasm2c,0.041709
gesummv,wasm2c,0.041627
gesummv,wasm2c,0.0415
gesummv,wasm2c,0.041591
gesummv,wasm2c,0.047899
gesummv,wasm2c,0.04157
gesummv,wasm2c,0.041482
gesummv,wasm2c,0.041926
gesummv,wasm2c,0.042295
gesummv,wasm2c,0.041788
gesummv,wasm2c,0.04163
gesummv,wasm2c,0.041755
gesummv,wasm2c,0.041649
gesummv,wasm2c,0.041548
gesummv,wasm2c,0.041522
gesummv,wasm2c,0.041592
gesummv,wasm2c,0.041573
gesummv,wasm2c,0.04181
gesummv,wasm2c,0.04228
gesummv,wasm2c,0.041838
gesummv,wasm2c,0.04167
gesummv,wasm2c,0.041773
gesummv,wasm2c,0.041568
gesummv,wasm2c,0.041536
gesummv,wasm2c,0.041509
gesummv,wasm2c,0.041615
gesummv,wasm2c,0.041541
gesummv,wasm2c,0.041547
gesummv,wasm2c,0.042186
gesummv,wasm2c,0.042357
gesummv,wasm2c,0.041709
gesummv,wasm2c,0.041729
gesummv,wasm2c,0.041686
gesummv,wasm2c,0.04167
gesummv,wasm2c,0.041619
gesummv,wasm2c,0.041486
gesummv,wasm2c,0.041607
gesummv,wasm2c,0.0416
gesummv,wasm2c,0.041657
gesummv,wasm2c,0.042465
gesummv,wasm2c,0.041728
gesummv,wasm2c,0.041763
gesummv,wasm2c,0.041595
gesummv,wasm2c,0.041498
gesummv,wasm2c,0.043932
gesummv,wasm2c,0.041582
gesummv,wasm2c,0.041582
gesummv,wasm2c,0.041553
gesummv,wasm2c,0.041575
gesummv,wasm2c,0.042322
gesummv,wasm2c,0.042121
gesummv,wasm2c,0.041675
gesummv,wasm2c,0.041724
gesummv,wasm2c,0.041943
gesummv,wasm2c,0.041903
gesummv,wasm2c,0.041883
gesummv,wasm2c,0.041899
gesummv,wasm2c,0.041909
gesummv,native,0.048822
gesummv,native,0.049021
gesummv,native,0.048973
gesummv,native,0.049263
gesummv,native,0.049198
gesummv,native,0.049254
gesummv,native,0.049502
gesummv,native,0.050086
gesummv,native,0.04958
gesummv,native,0.04951
gesummv,native,0.049129
gesummv,native,0.048774
gesummv,native,0.048766
gesummv,native,0.048943
gesummv,native,0.048978
gesummv,native,0.048981
gesummv,native,0.048969
gesummv,native,0.049313
gesummv,native,0.049744
gesummv,native,0.049714
gesummv,native,0.049175
gesummv,native,0.049241
gesummv,native,0.049125
gesummv,native,0.04941
gesummv,native,0.049318
gesummv,native,0.049312
gesummv,native,0.04931
gesummv,native,0.049049
gesummv,native,0.048812
gesummv,native,0.049734
gesummv,native,0.049858
gesummv,native,0.049037
gesummv,native,0.048774
gesummv,native,0.048877
gesummv,native,0.049239
gesummv,native,0.049006
gesummv,native,0.049089
gesummv,native,0.048758
gesummv,native,0.049046
gesummv,native,0.049384
gesummv,native,0.049701
gesummv,native,0.050126
gesummv,native,0.049354
gesummv,native,0.04927
gesummv,native,0.049262
gesummv,native,0.048793
gesummv,native,0.048828
gesummv,native,0.048874
gesummv,native,0.04901
gesummv,native,0.049161
gesummv,native,0.048898
gesummv,vWasm,0.167516
gesummv,vWasm,0.168127
gesummv,vWasm,0.169441
gesummv,vWasm,0.168182
gesummv,vWasm,0.168022
gesummv,vWasm,0.169124
gesummv,vWasm,0.168578
gesummv,vWasm,0.167563
gesummv,vWasm,0.168898
gesummv,vWasm,0.168289
gesummv,vWasm,0.166212
gesummv,vWasm,0.168595
gesummv,vWasm,0.166151
gesummv,vWasm,0.16729
gesummv,vWasm-O0,0.168356
gesummv,vWasm-O0,0.166339
gesummv,vWasm-O0,0.16634
gesummv,vWasm-O0,0.168533
gesummv,vWasm-O0,0.167355
gesummv,vWasm-O0,0.1663
gesummv,vWasm-O0,0.167427
gesummv,vWasm-O0,0.168111
gesummv,vWasm-O0,0.16637
gesummv,vWasm-O0,0.166952
gesummv,vWasm-O0,0.167823
gesummv,vWasm-O0,0.167217
gesummv,vWasm-O0,0.168265
gesummv,vWasm-O0,0.167663
gesummv,vWasm-nosbx,0.168709
gesummv,vWasm-nosbx,0.169761
gesummv,vWasm-nosbx,0.168839
gesummv,vWasm-nosbx,0.16733
gesummv,vWasm-nosbx,0.169247
gesummv,vWasm-nosbx,0.16922
gesummv,vWasm-nosbx,0.169152
gesummv,vWasm-nosbx,0.168777
gesummv,vWasm-nosbx,0.167419
gesummv,vWasm-nosbx,0.168249
gesummv,vWasm-nosbx,0.169443
gesummv,vWasm-nosbx,0.169097
gesummv,vWasm-nosbx,0.168079
gesummv,vWasm-nosbx,0.16923
gesummv,vWasm-nopeep,0.167005
gesummv,vWasm-nopeep,0.167631
gesummv,vWasm-nopeep,0.166833
gesummv,vWasm-nopeep,0.165788
gesummv,vWasm-nopeep,0.168727
gesummv,vWasm-nopeep,0.166307
gesummv,vWasm-nopeep,0.166
gesummv,vWasm-nopeep,0.168503
gesummv,vWasm-nopeep,0.167799
gesummv,vWasm-nopeep,0.168374
gesummv,vWasm-nopeep,0.168807
gesummv,vWasm-nopeep,0.167781
gesummv,vWasm-nopeep,0.167463
gesummv,vWasm-nopeep,0.17097
gesummv,vWasm-nopeep-nosbx,0.173307
gesummv,vWasm-nopeep-nosbx,0.173429
gesummv,vWasm-nopeep-nosbx,0.174543
gesummv,vWasm-nopeep-nosbx,0.173549
gesummv,vWasm-nopeep-nosbx,0.173475
gesummv,vWasm-nopeep-nosbx,0.173134
gesummv,vWasm-nopeep-nosbx,0.167891
gesummv,vWasm-nopeep-nosbx,0.168133
gesummv,vWasm-nopeep-nosbx,0.170467
gesummv,vWasm-nopeep-nosbx,0.169215
gesummv,vWasm-nopeep-nosbx,0.169165
gesummv,vWasm-nopeep-nosbx,0.168708
gesummv,vWasm-nopeep-nosbx,0.167457
gesummv,vWasm-nopeep-nosbx,0.168753
gramschmidt,rWasm,0.530255999
gramschmidt,rWasm,0.471614
gramschmidt,rWasm,0.483982
gramschmidt,rWasm,0.484272
gramschmidt,rWasm,0.479749
gramschmidt,rWasm,0.486325
gramschmidt,rWasm,0.47482
gramschmidt,rWasm,0.484755
gramschmidt,rWasm,0.499325
gramschmidt,rWasm,0.490696
gramschmidt,wasmtime,1.048519999
gramschmidt,wasmtime,1.038773
gramschmidt,wasmtime,1.036883999
gramschmidt,wasmtime,1.038924
gramschmidt,wasmtime,1.042448
gramschmidt,wasmtime,1.048394
gramschmidt,wasmtime,1.041806
gramschmidt,wasmtime,1.041587
gramschmidt,wasmtime,1.036373999
gramschmidt,wasmtime,1.041161999
gramschmidt,wasmer-js,1.475
gramschmidt,wasmer-js,1.492
gramschmidt,wasmer-js,1.487
gramschmidt,wasmer-js,1.476999999
gramschmidt,wasmer-js,1.491
gramschmidt,wasmer-js,1.475
gramschmidt,wasmer-js,1.483
gramschmidt,wasmer-js,1.472999999
gramschmidt,wasmer-js,1.480999999
gramschmidt,wasmer-js,1.479
gramschmidt,wasmer-default,0.495805
gramschmidt,wasmer-default,0.506549999
gramschmidt,wasmer-default,0.509243
gramschmidt,wasmer-default,0.49502
gramschmidt,wasmer-default,0.50248
gramschmidt,wasmer-default,0.509958
gramschmidt,wasmer-default,0.509318999
gramschmidt,wasmer-default,0.489706
gramschmidt,wasmer-default,0.523269
gramschmidt,wasmer-default,0.506169
gramschmidt,wasmer-cranelift,0.471315
gramschmidt,wasmer-cranelift,0.447958
gramschmidt,wasmer-cranelift,0.466809
gramschmidt,wasmer-cranelift,0.469651
gramschmidt,wasmer-cranelift,0.473355
gramschmidt,wasmer-cranelift,0.463647
gramschmidt,wasmer-cranelift,0.463124
gramschmidt,wasmer-cranelift,0.465175
gramschmidt,wasmer-cranelift,0.455483
gramschmidt,wasmer-cranelift,0.483715
gramschmidt,wasmer-jit,0.45085
gramschmidt,wasmer-jit,0.456829
gramschmidt,wasmer-jit,0.448467
gramschmidt,wasmer-jit,0.474465
gramschmidt,wasmer-jit,0.459849
gramschmidt,wasmer-jit,0.469642
gramschmidt,wasmer-jit,0.467831
gramschmidt,wasmer-jit,0.473482
gramschmidt,wasmer-jit,0.460268
gramschmidt,wasmer-jit,0.454272
gramschmidt,wasmer-llvm,1.582802
gramschmidt,wasmer-llvm,1.576196
gramschmidt,wasmer-llvm,1.578133
gramschmidt,wasmer-llvm,1.5773760000000001
gramschmidt,wasmer-llvm,1.575158
gramschmidt,wasmer-llvm,1.573988
gramschmidt,wasmer-llvm,1.582435
gramschmidt,wasmer-llvm,1.576343
gramschmidt,wasmer-llvm,1.5911629999999999
gramschmidt,wasmer-llvm,1.580646
gramschmidt,wasmer-native,0.461812
gramschmidt,wasmer-native,0.469498
gramschmidt,wasmer-native,0.473505
gramschmidt,wasmer-native,0.45134
gramschmidt,wasmer-native,0.465698
gramschmidt,wasmer-native,0.454433
gramschmidt,wasmer-native,0.464621
gramschmidt,wasmer-native,0.457895
gramschmidt,wasmer-native,0.467386
gramschmidt,wasmer-native,0.463732
gramschmidt,wavm-precompiled,1.628242
gramschmidt,wavm-precompiled,1.64903
gramschmidt,wavm-precompiled,1.645464
gramschmidt,wavm-precompiled,1.637197
gramschmidt,wavm-precompiled,1.649214
gramschmidt,wavm-precompiled,1.670324
gramschmidt,wavm-precompiled,1.659491
gramschmidt,wavm-precompiled,1.659061
gramschmidt,wavm-precompiled,1.648895
gramschmidt,wavm-precompiled,1.6612580000000001
gramschmidt,wasm3,2.969999
gramschmidt,wasm3,2.966
gramschmidt,wasm3,2.944999
gramschmidt,wasm3,2.942999
gramschmidt,wasm3,2.964999
gramschmidt,wasm3,2.961002
gramschmidt,wasm3,2.965999
gramschmidt,wasm3,2.956995
gramschmidt,wasm3,2.9639990000000003
gramschmidt,wasm3,2.937999999
gramschmidt,WAMR-interpreter,2.943763
gramschmidt,WAMR-interpreter,2.904669
gramschmidt,WAMR-interpreter,2.895027
gramschmidt,WAMR-interpreter,2.816485
gramschmidt,WAMR-interpreter,2.915236
gramschmidt,WAMR-interpreter,2.945145
gramschmidt,WAMR-interpreter,2.851694
gramschmidt,WAMR-interpreter,2.912077
gramschmidt,WAMR-interpreter,3.010392
gramschmidt,WAMR-interpreter,2.918424
gramschmidt,WAMR-compiled-nobounds,1.62901
gramschmidt,WAMR-compiled-nobounds,2.472673
gramschmidt,WAMR-compiled-nobounds,1.6796280000000001
gramschmidt,WAMR-compiled-nobounds,2.433209
gramschmidt,WAMR-compiled-nobounds,1.668934999
gramschmidt,WAMR-compiled-nobounds,1.595513
gramschmidt,WAMR-compiled-nobounds,1.896387
gramschmidt,WAMR-compiled-nobounds,1.65468
gramschmidt,WAMR-compiled-nobounds,1.7750110000000001
gramschmidt,WAMR-compiled-nobounds,1.9142670000000002
gramschmidt,WAMR-compiled-chkbounds,0.757608
gramschmidt,WAMR-compiled-chkbounds,0.763804
gramschmidt,WAMR-compiled-chkbounds,0.904942
gramschmidt,WAMR-compiled-chkbounds,0.763446
gramschmidt,WAMR-compiled-chkbounds,1.111078
gramschmidt,WAMR-compiled-chkbounds,0.779446
gramschmidt,WAMR-compiled-chkbounds,1.272143
gramschmidt,WAMR-compiled-chkbounds,0.760497
gramschmidt,WAMR-compiled-chkbounds,0.850474
gramschmidt,WAMR-compiled-chkbounds,0.869246
gramschmidt,wasm2c,0.564692
gramschmidt,wasm2c,0.545478
gramschmidt,wasm2c,0.568848
gramschmidt,wasm2c,0.565621
gramschmidt,wasm2c,0.539059
gramschmidt,wasm2c,0.542747
gramschmidt,wasm2c,0.548474
gramschmidt,wasm2c,0.550582
gramschmidt,wasm2c,0.558673
gramschmidt,wasm2c,0.554782
gramschmidt,native,3.116228
gramschmidt,native,3.095857
gramschmidt,native,3.091655
gramschmidt,native,3.087189
gramschmidt,native,3.102404
gramschmidt,native,3.095992
gramschmidt,native,3.108664
gramschmidt,native,3.115356
gramschmidt,native,3.088966
gramschmidt,native,3.084094
gramschmidt,vWasm,1.008661
gramschmidt,vWasm,0.984173
gramschmidt,vWasm,1.049279
gramschmidt,vWasm,0.99646
gramschmidt,vWasm,0.99349
gramschmidt,vWasm,0.980101
gramschmidt,vWasm,0.997388
gramschmidt,vWasm,0.991122
gramschmidt,vWasm,0.974569
gramschmidt,vWasm,0.995788
gramschmidt,vWasm-O0,0.995742
gramschmidt,vWasm-O0,0.988203
gramschmidt,vWasm-O0,0.983844
gramschmidt,vWasm-O0,0.962028
gramschmidt,vWasm-O0,0.977487
gramschmidt,vWasm-O0,0.971416
gramschmidt,vWasm-O0,0.98604
gramschmidt,vWasm-O0,0.976566
gramschmidt,vWasm-O0,0.982848
gramschmidt,vWasm-O0,0.985466
gramschmidt,vWasm-nosbx,0.992823
gramschmidt,vWasm-nosbx,0.982381
gramschmidt,vWasm-nosbx,0.977827
gramschmidt,vWasm-nosbx,0.979245
gramschmidt,vWasm-nosbx,0.975465
gramschmidt,vWasm-nosbx,0.97329
gramschmidt,vWasm-nosbx,0.988482
gramschmidt,vWasm-nosbx,0.979
gramschmidt,vWasm-nosbx,0.999731
gramschmidt,vWasm-nosbx,0.98156
gramschmidt,vWasm-nopeep,0.987213
gramschmidt,vWasm-nopeep,0.980989
gramschmidt,vWasm-nopeep,0.98355
gramschmidt,vWasm-nopeep,0.981173
gramschmidt,vWasm-nopeep,0.967336
gramschmidt,vWasm-nopeep,0.978457
gramschmidt,vWasm-nopeep,0.981763
gramschmidt,vWasm-nopeep,0.984903
gramschmidt,vWasm-nopeep,0.982713
gramschmidt,vWasm-nopeep,0.981411
gramschmidt,vWasm-nopeep-nosbx,0.987708
gramschmidt,vWasm-nopeep-nosbx,0.970367
gramschmidt,vWasm-nopeep-nosbx,0.987675
gramschmidt,vWasm-nopeep-nosbx,0.980971
gramschmidt,vWasm-nopeep-nosbx,0.98568
gramschmidt,vWasm-nopeep-nosbx,0.984454
gramschmidt,vWasm-nopeep-nosbx,0.973022
gramschmidt,vWasm-nopeep-nosbx,0.970357
gramschmidt,vWasm-nopeep-nosbx,0.967654
gramschmidt,vWasm-nopeep-nosbx,0.980865
jacobi-1d-imper,rWasm,0.002746
jacobi-1d-imper,rWasm,0.002681
jacobi-1d-imper,rWasm,0.002762
jacobi-1d-imper,rWasm,0.003257
jacobi-1d-imper,rWasm,0.002694
jacobi-1d-imper,rWasm,0.002777
jacobi-1d-imper,rWasm,0.002811
jacobi-1d-imper,rWasm,0.002757
jacobi-1d-imper,rWasm,0.002626
jacobi-1d-imper,rWasm,0.002642
jacobi-1d-imper,rWasm,0.002603
jacobi-1d-imper,rWasm,0.002749
jacobi-1d-imper,rWasm,0.002643
jacobi-1d-imper,rWasm,0.002754
jacobi-1d-imper,rWasm,0.002608
jacobi-1d-imper,rWasm,0.002802
jacobi-1d-imper,rWasm,0.002599
jacobi-1d-imper,rWasm,0.002747
jacobi-1d-imper,rWasm,0.002678
jacobi-1d-imper,rWasm,0.002796
jacobi-1d-imper,rWasm,0.002677
jacobi-1d-imper,rWasm,0.002633
jacobi-1d-imper,rWasm,0.002631
jacobi-1d-imper,rWasm,0.002613
jacobi-1d-imper,rWasm,0.002806
jacobi-1d-imper,rWasm,0.002688
jacobi-1d-imper,rWasm,0.002669
jacobi-1d-imper,rWasm,0.00265
jacobi-1d-imper,rWasm,0.002728
jacobi-1d-imper,rWasm,0.002638
jacobi-1d-imper,rWasm,0.00265
jacobi-1d-imper,rWasm,0.003549
jacobi-1d-imper,rWasm,0.002899
jacobi-1d-imper,rWasm,0.002716
jacobi-1d-imper,rWasm,0.002656
jacobi-1d-imper,rWasm,0.002776
jacobi-1d-imper,rWasm,0.002775
jacobi-1d-imper,rWasm,0.00266
jacobi-1d-imper,rWasm,0.002633
jacobi-1d-imper,rWasm,0.002758
jacobi-1d-imper,rWasm,0.002837
jacobi-1d-imper,rWasm,0.002648
jacobi-1d-imper,rWasm,0.002809
jacobi-1d-imper,rWasm,0.002999
jacobi-1d-imper,rWasm,0.002646
jacobi-1d-imper,rWasm,0.002573
jacobi-1d-imper,rWasm,0.002585
jacobi-1d-imper,rWasm,0.002603
jacobi-1d-imper,rWasm,0.002662
jacobi-1d-imper,rWasm,0.003395
jacobi-1d-imper,rWasm,0.002632
jacobi-1d-imper,rWasm,0.002705
jacobi-1d-imper,rWasm,0.002646
jacobi-1d-imper,rWasm,0.003277
jacobi-1d-imper,rWasm,0.002598
jacobi-1d-imper,rWasm,0.002685
jacobi-1d-imper,rWasm,0.002657
jacobi-1d-imper,rWasm,0.002621
jacobi-1d-imper,rWasm,0.00261
jacobi-1d-imper,rWasm,0.003403
jacobi-1d-imper,rWasm,0.002803
jacobi-1d-imper,rWasm,0.00265
jacobi-1d-imper,rWasm,0.002664
jacobi-1d-imper,rWasm,0.002598
jacobi-1d-imper,rWasm,0.002663
jacobi-1d-imper,rWasm,0.002744
jacobi-1d-imper,rWasm,0.002717
jacobi-1d-imper,rWasm,0.002756
jacobi-1d-imper,rWasm,0.002787
jacobi-1d-imper,rWasm,0.002714
jacobi-1d-imper,rWasm,0.00344
jacobi-1d-imper,rWasm,0.002761
jacobi-1d-imper,rWasm,0.002789
jacobi-1d-imper,rWasm,0.003098
jacobi-1d-imper,rWasm,0.002725
jacobi-1d-imper,rWasm,0.002771
jacobi-1d-imper,rWasm,0.002743
jacobi-1d-imper,rWasm,0.002749
jacobi-1d-imper,rWasm,0.002743
jacobi-1d-imper,rWasm,0.0028
jacobi-1d-imper,rWasm,0.002745
jacobi-1d-imper,rWasm,0.002734
jacobi-1d-imper,rWasm,0.00273
jacobi-1d-imper,rWasm,0.002762
jacobi-1d-imper,rWasm,0.003475
jacobi-1d-imper,rWasm,0.003504
jacobi-1d-imper,rWasm,0.002771
jacobi-1d-imper,rWasm,0.002704
jacobi-1d-imper,rWasm,0.002737
jacobi-1d-imper,rWasm,0.002621
jacobi-1d-imper,rWasm,0.00259
jacobi-1d-imper,rWasm,0.002754
jacobi-1d-imper,rWasm,0.002736
jacobi-1d-imper,rWasm,0.002741
jacobi-1d-imper,rWasm,0.003505
jacobi-1d-imper,rWasm,0.002728
jacobi-1d-imper,rWasm,0.003013
jacobi-1d-imper,rWasm,0.002753
jacobi-1d-imper,rWasm,0.002776
jacobi-1d-imper,rWasm,0.003655
jacobi-1d-imper,rWasm,0.002739
jacobi-1d-imper,rWasm,0.002719
jacobi-1d-imper,rWasm,0.002784
jacobi-1d-imper,rWasm,0.002803
jacobi-1d-imper,rWasm,0.002613
jacobi-1d-imper,rWasm,0.002815
jacobi-1d-imper,rWasm,0.002663
jacobi-1d-imper,rWasm,0.00272
jacobi-1d-imper,rWasm,0.002595
jacobi-1d-imper,rWasm,0.002597
jacobi-1d-imper,rWasm,0.003289
jacobi-1d-imper,rWasm,0.00276
jacobi-1d-imper,rWasm,0.003263
jacobi-1d-imper,rWasm,0.002622
jacobi-1d-imper,rWasm,0.002732
jacobi-1d-imper,rWasm,0.002623
jacobi-1d-imper,rWasm,0.002616
jacobi-1d-imper,rWasm,0.002668
jacobi-1d-imper,rWasm,0.002664
jacobi-1d-imper,rWasm,0.002825
jacobi-1d-imper,rWasm,0.00263
jacobi-1d-imper,rWasm,0.002685
jacobi-1d-imper,rWasm,0.002638
jacobi-1d-imper,rWasm,0.00274
jacobi-1d-imper,rWasm,0.002774
jacobi-1d-imper,rWasm,0.002832
jacobi-1d-imper,rWasm,0.003029
jacobi-1d-imper,rWasm,0.002663
jacobi-1d-imper,rWasm,0.002679
jacobi-1d-imper,rWasm,0.0027
jacobi-1d-imper,rWasm,0.002626
jacobi-1d-imper,rWasm,0.002602
